,Player,Year,Age,MP,G,FGA,Load,Pts/75,rTS%,Box Creation,Passer Rating,Spacing,cTOV%,ScoreVal,PlayVal,FTA/100,FT%,3p Pro,rORB%,rDREB%,OBPM,BPM,IA Pts/75,IA PPG,IA APG,IA RPG,allStar,1stAS_yr,yr2AS
1100,Wayne Ellington,2010,22.0,1384,76,16.2,23.3,13.7,-0.016,1.4,3.2,125.0,0.11599999999999999,-1.3,-1.1,2.5,0.87,0.39,-2.7,-4.3,-1.3,-3.5,14.0,6.5,1.0,2.0,0,,
1101,Wayne Embry,1959,21.0,1590,66,18.3,29.8,14.7,-0.011000000000000001,0.8,2.6,79.0,0.158,-0.4,-0.7,8.2,0.66,,-0.2,9.7,-1.1,-1.7,17.2,10.8,1.7,5.4,1,1961.0,2.0
1102,Wayne Hightower,1963,23.0,1387,66,15.4,22.2,10.4,-0.096,0.7,2.7,73.0,0.14800000000000002,-0.7,-0.7,4.5,0.67,,0.3,1.4,-2.0,-2.2,12.0,6.3,0.7,3.2,0,,
1103,Wes Matthews,1981,21.0,1105,34,14.4,30.7,14.0,0.019,4.6,4.2,84.0,0.16,-0.4,-0.2,5.4,0.84,0.0,-4.5,-8.7,-0.7,0.3,16.1,12.0,4.7,1.7,0,,
1104,Wes Unseld,1969,22.0,2970,82,12.0,21.7,11.3,0.024,0.2,3.1,73.0,0.179,0.3,-0.4,6.1,0.61,,6.7,14.6,-0.3,2.9,13.4,11.5,2.3,12.2,1,1969.0,0.0
1105,Wesley Johnson,2011,23.0,2069,79,16.4,23.8,12.8,-0.05,2.2,5.3,105.0,0.09699999999999999,-1.0,-0.4,2.2,0.7,0.36,-2.6,-4.3,-0.6,-0.9,13.2,8.9,1.9,2.9,0,,
1106,Wesley Matthews,2010,23.0,2025,82,14.3,22.6,14.6,0.049,1.8,3.9,119.0,0.102,0.1,-0.6,4.9,0.83,0.37,-2.3,-6.7,1.0,0.5,14.9,9.4,1.6,2.3,0,,
1107,Wesley Person,1995,23.0,1800,78,17.7,25.1,17.0,0.053,1.8,3.3,121.0,0.087,0.7,-0.7,2.8,0.79,0.44,-2.0,-5.1,1.7,0.4,17.2,10.1,1.2,2.5,0,,
1108,Will Perdue,1990,24.0,884,77,15.0,24.0,12.4,-0.068,1.4,3.2,83.0,0.15,-1.0,-0.9,5.8,0.69,0.0,5.3,3.3,-1.7,-1.5,12.6,3.7,0.6,2.7,0,,
1109,Willie Anderson,1989,22.0,2738,81,21.6,35.2,19.1,-0.003,3.2,5.5,81.0,0.125,-0.4,0.0,4.9,0.78,0.04,-0.8,-2.3,-0.2,0.9,19.5,16.9,3.9,4.7,0,,
1110,Willie Green,2004,22.0,767,53,25.4,37.7,19.4,-0.052000000000000005,3.7,3.8,102.0,0.111,-1.3,-0.7,5.8,0.73,0.3,-3.2,-6.8,-1.7,-3.0,20.8,7.5,1.1,1.2,0,,
1112,Willis Reed,1965,22.0,3042,80,20.3,29.1,16.3,-0.002,0.7,2.5,85.0,0.128,0.4,-0.6,5.7,0.74,,3.3,10.4,0.3,0.8,18.9,17.7,1.8,8.9,1,1965.0,0.0
1113,Wilson Chandler,2008,20.0,685,35,18.5,25.4,14.6,-0.06,1.2,2.7,89.0,0.083,-1.1,-1.1,4.1,0.63,0.25,0.8,0.6,-0.9,-2.3,15.0,7.4,1.0,3.5,0,,
1114,Wilt Chamberlain,1960,23.0,3338,72,25.0,37.3,22.0,0.03,2.1,2.1,70.0,0.12,1.6,-0.5,10.7,0.58,,3.5,14.7,1.2,4.4,27.2,32.8,2.3,14.9,1,1960.0,0.0
1115,Winston Garland,1988,23.0,2122,67,17.3,32.7,13.9,-0.046,4.4,6.8,102.0,0.113,-0.9,0.5,3.5,0.88,0.14,-3.1,-4.8,0.0,-0.6,14.2,11.7,5.6,3.2,0,,
1116,World B. Free,1976,22.0,1121,71,21.2,34.1,17.6,-0.024,2.0,3.8,60.0,0.121,-0.3,-0.3,7.4,0.6,,-0.6,-8.7,-0.2,-1.5,19.7,7.8,1.4,1.5,0,,
1117,Xavier McDaniel,1986,22.0,2706,82,21.4,33.2,19.2,-0.016,1.2,3.1,72.0,0.136,-0.3,-0.8,6.6,0.69,0.02,6.6,2.1,0.4,0.6,19.7,17.3,2.2,8.3,1,1988.0,2.0
1118,Yao Ming,2003,22.0,2382,82,18.3,29.8,18.8,0.051,3.8,4.2,97.0,0.131,0.5,-0.3,8.4,0.81,0.0,4.0,8.3,0.8,2.2,20.0,14.2,1.7,7.9,1,2003.0,0.0
1119,Zach Randolph,2003,21.0,1301,77,21.3,29.5,20.1,0.036000000000000004,1.0,2.9,82.0,0.08800000000000001,0.5,-1.0,6.6,0.76,0.0,7.2,4.6,1.1,0.6,21.3,8.8,0.5,4.2,1,2010.0,7.0
1120,Zaza Pachulia,2004,19.0,664,59,13.9,21.1,11.6,-0.064,0.7,2.7,77.0,0.128,-1.0,-1.2,7.2,0.64,0.0,5.8,4.0,-1.7,-1.9,12.4,3.5,0.2,2.8,0,,
1121,Zelmo Beaty,1963,23.0,1918,80,14.7,23.8,13.3,0.009000000000000001,0.7,2.3,86.0,0.162,0.0,-0.8,6.7,0.72,,2.6,7.5,-0.9,0.5,15.2,9.1,1.1,5.2,0,,
1122,Zydrunas Ilgauskas,1998,22.0,2379,82,19.7,28.6,19.2,0.04,2.5,1.9,93.0,0.11599999999999999,0.5,-1.0,6.8,0.76,0.01,8.3,8.9,0.8,2.1,20.1,14.5,0.9,8.6,1,2003.0,5.0
1123,A.C. Green,1987,23.0,2240,79,12.4,19.3,13.5,0.061,0.5,2.6,85.0,0.114,0.7,-0.9,5.9,0.78,0.0,4.5,5.5,1.1,2.0,13.7,10.1,0.9,7.4,1,1990.0,3.0
1124,Aaron Brooks,2009,24.0,1998,80,20.9,34.8,17.9,-0.023,5.5,4.3,124.0,0.095,-0.6,-0.1,4.6,0.87,0.37,-3.3,-7.7,0.2,-0.8,18.2,11.7,3.2,2.0,0,,
1125,Aaron McKie,1996,23.0,2259,81,16.6,27.4,14.9,-0.008,2.2,4.8,104.0,0.113,-0.6,-0.4,4.6,0.76,0.28,-1.7,-3.0,0.1,0.9,15.2,10.6,2.4,3.6,0,,
1126,Aaron Williams,1998,26.0,757,65,15.5,23.4,15.7,0.051,1.2,1.4,87.0,0.15,0.0,-1.5,6.0,0.78,0.0,1.4,1.7,-0.8,-0.1,16.4,4.8,0.2,2.2,0,,
1127,Adam Keefe,1994,23.0,763,63,14.2,24.2,13.7,-0.006999999999999999,0.6,2.6,77.0,0.165,-0.9,-1.2,7.4,0.73,0.0,4.7,4.3,-1.1,-2.0,14.2,4.4,0.5,3.1,0,,
1128,Adonal Foyle,1999,23.0,614,44,10.6,16.8,8.5,-0.061,0.2,2.9,59.0,0.161,-1.5,-1.2,4.5,0.49,0.0,7.5,6.5,-1.4,0.1,9.1,3.2,0.4,4.3,0,,
1129,Adrian Dantley,1978,21.0,948,23,18.9,31.4,21.4,0.07200000000000001,1.2,3.5,80.0,0.099,1.4,-0.4,12.3,0.79,0.0,2.8,-1.6,2.0,2.8,21.3,26.2,3.8,9.0,1,1980.0,2.0
1130,Adrian Smith,1963,26.0,1522,79,14.5,26.0,14.1,0.038,2.2,3.1,80.0,0.149,0.3,-0.3,7.3,0.81,,-3.1,-7.5,-0.1,-0.8,16.1,7.7,1.7,1.3,1,1966.0,3.0
1131,Al Attles,1962,25.0,2468,75,10.8,20.7,9.4,0.022000000000000002,2.0,4.0,59.0,0.154,-0.3,-0.2,4.0,0.59,,-2.0,-5.7,-0.4,0.4,11.1,8.7,3.8,2.5,0,,
1132,Al Bianchi,1958,25.0,1421,69,17.7,27.2,12.1,-0.051,1.4,3.9,68.0,0.122,-0.6,-0.3,5.8,0.68,,-4.3,-4.8,-0.6,-1.2,15.2,8.4,2.0,2.0,0,,
1133,Al Harrington,2001,20.0,1892,78,15.4,25.5,12.5,-0.039,1.7,3.7,73.0,0.165,-1.1,-0.8,4.5,0.66,0.01,1.8,0.8,-1.3,-0.3,13.3,7.8,1.7,4.6,0,,
1134,Al Horford,2009,22.0,2242,67,14.2,22.9,13.9,0.021,2.0,3.7,87.0,0.109,-0.1,-0.6,4.9,0.73,0.0,2.3,10.3,0.2,2.2,14.1,12.1,2.7,9.6,1,2010.0,1.0
1135,Al Jefferson,2006,21.0,1062,59,18.6,26.8,17.1,-0.005,1.5,2.8,72.0,0.11199999999999999,-0.5,-1.1,6.6,0.64,0.0,5.9,8.1,-0.7,0.2,17.7,7.8,0.5,4.8,0,,
1136,Al-Farouq Aminu,2012,21.0,1477,66,13.4,21.1,11.0,-0.046,0.4,3.8,96.0,0.156,-1.6,-1.1,4.2,0.75,0.19,2.4,2.3,-1.9,-0.6,11.6,6.9,1.1,4.9,0,,
1137,Alan Henderson,1997,24.0,501,30,17.9,27.9,16.5,-0.026000000000000002,1.5,3.3,65.0,0.115,-0.6,-0.9,8.3,0.6,0.0,5.2,2.3,-0.4,1.3,17.0,7.0,0.8,3.9,0,,
1138,Albert King,1983,23.0,2447,79,23.1,35.9,19.1,-0.023,2.6,4.5,84.0,0.128,-0.3,-0.2,4.3,0.78,0.05,0.6,0.3,-0.5,1.1,20.1,16.5,3.3,5.5,0,,
1139,Alec Burks,2013,21.0,1137,64,18.0,29.6,15.7,-0.027999999999999997,2.8,4.5,105.0,0.115,-1.0,-0.5,6.0,0.71,0.35,-1.5,-3.5,-0.1,-1.2,16.3,7.6,1.5,2.3,0,,
1140,Alex English,1978,24.0,1552,82,18.0,27.9,16.9,0.053,1.3,3.4,74.0,0.14,0.5,-0.5,4.1,0.73,0.0,3.2,3.8,0.1,-0.3,0.0,0.0,0.0,0.0,1,1982.0,4.0
1141,Allan Bristow,1975,23.0,1101,72,16.6,28.6,14.1,-0.016,0.7,4.0,80.0,0.146,-0.4,-0.4,6.4,0.79,,4.1,-0.7,-0.4,-1.6,16.0,6.0,1.2,3.0,0,,
1142,Allan Houston,1995,23.0,1996,76,22.2,33.7,21.3,0.046,4.4,4.4,127.0,0.086,0.5,-0.2,4.4,0.86,0.42,-0.04441029900332244,0.09048172757475101,1.1,-0.1,21.6,14.4,2.0,2.2,1,2000.0,5.0
1143,Allen Iverson,1998,22.0,3150,80,23.7,43.4,22.2,0.011000000000000001,6.8,5.6,101.0,0.094,0.1,0.5,9.0,0.73,0.29,-3.2,-6.0,1.9,2.4,23.3,22.8,6.1,3.6,1,2000.0,2.0
1144,Allen Leavell,1981,23.0,1686,79,15.5,33.4,13.7,-0.011000000000000001,4.8,5.4,86.0,0.162,-0.7,0.2,4.2,0.83,0.03,-4.7,-6.4,-0.6,-0.8,14.3,7.9,4.4,1.7,0,,
1145,Alonzo Mourning,1994,23.0,2018,60,20.6,35.1,23.6,0.06,2.5,1.7,92.0,0.139,1.2,-1.1,13.9,0.76,0.0,3.6,9.4,1.3,1.9,24.5,20.9,1.3,9.5,1,1994.0,0.0
1146,Alton Lister,1983,24.0,1885,80,13.1,23.7,12.9,0.012,1.7,2.7,60.0,0.19899999999999998,-0.5,-0.8,6.2,0.54,0.0,3.6,9.0,-1.0,2.4,13.6,8.5,1.3,7.1,0,,
1148,Alvin Robertson,1986,23.0,2878,82,17.6,31.8,16.8,0.022000000000000002,2.7,5.1,85.0,0.129,0.0,0.0,5.3,0.8,0.07,1.0,-0.7,0.8,3.9,17.3,16.1,4.8,6.1,1,1986.0,0.0
1149,Alvin Scott,1979,23.0,1737,81,10.1,17.6,10.4,0.049,1.0,4.2,73.0,0.142,-0.1,-0.3,4.3,0.71,0.0,0.2,2.7,0.2,0.0,11.1,6.1,1.3,4.0,0,,
1150,Alvin Williams,1999,24.0,1051,50,12.2,23.2,9.6,-0.034,2.2,6.4,111.0,0.125,-1.2,-0.1,2.7,0.85,0.27,-3.9,-7.0,-0.5,-0.2,10.3,5.4,2.8,1.6,0,,
1151,Amar'e Stoudemire,2004,21.0,2025,55,22.1,34.7,21.8,0.02,2.6,2.4,81.0,0.13,0.3,-1.0,11.1,0.71,0.01,3.1,4.9,0.6,1.0,23.3,21.3,1.4,8.4,1,2005.0,1.0
1152,Amir Johnson,2009,21.0,911,62,9.9,14.1,9.9,0.064,0.3,2.3,71.0,0.142,-0.9,-1.4,2.1,0.66,0.0,7.8,2.5,-0.1,1.1,10.1,3.8,0.4,4.0,0,,
1153,Anderson Varejao,2006,23.0,760,48,10.5,17.6,11.6,0.006,0.7,4.0,59.0,0.10800000000000001,-0.4,-0.7,8.4,0.51,0.0,6.4,10.3,-0.1,2.1,11.9,4.6,0.4,4.8,0,,
1154,Andray Blatche,2008,21.0,1675,82,17.2,26.3,14.9,-0.027999999999999997,1.6,3.7,83.0,0.13699999999999998,-1.0,-0.9,4.9,0.7,0.05,5.9,4.1,-0.1,1.6,15.2,7.8,1.2,5.2,0,,
1155,Andre Drummond,2014,20.0,2619,81,14.8,21.0,15.8,0.057999999999999996,1.0,1.8,50.0,0.1,0.6,-1.3,6.3,0.42,0.0,12.4,12.8,0.9,2.2,16.3,14.1,0.5,13.2,1,2016.0,2.0
1156,Andre Iguodala,2006,22.0,3086,82,11.5,21.6,12.7,0.063,1.6,5.5,106.0,0.121,0.0,-0.1,5.9,0.75,0.31,-1.1,-0.7,1.3,1.8,13.1,12.1,3.2,5.6,1,2012.0,6.0
1157,Andre Miller,2001,24.0,2848,82,18.5,40.7,17.9,0.023,7.1,6.9,98.0,0.12,-0.2,0.7,8.3,0.83,0.14,-1.8,-3.6,1.8,2.0,19.1,16.1,7.8,4.1,0,,
1158,Andrea Bargnani,2008,22.0,1861,78,20.7,28.7,17.0,-0.045,2.0,2.9,129.0,0.087,-0.3,-0.9,4.8,0.84,0.34,-2.1,0.5,-0.2,-1.1,17.4,10.4,1.2,3.7,0,,
1159,Andrei Kirilenko,2003,21.0,2213,80,15.6,27.5,17.6,0.079,1.6,4.9,113.0,0.12,0.9,-0.3,9.0,0.8,0.29,2.7,0.1,2.1,4.5,18.6,12.6,1.8,5.0,1,2004.0,1.0
1160,Andres Nocioni,2006,26.0,2239,82,19.2,28.4,18.4,0.032,1.8,2.6,130.0,0.098,0.3,-1.0,5.6,0.84,0.39,-0.9,6.5,0.4,0.6,19.0,12.7,1.5,5.7,0,,
1161,Andrew Bogut,2007,22.0,2258,66,14.5,24.7,14.0,0.025,2.5,6.0,68.0,0.141,-0.2,0.1,4.5,0.58,0.01,3.3,7.3,0.7,1.1,14.4,12.3,3.1,8.6,0,,
1162,Andrew Bynum,2008,20.0,1008,35,14.8,23.6,17.2,0.11900000000000001,2.3,4.0,84.0,0.11,1.0,-0.6,5.9,0.7,0.0,6.8,11.9,2.2,3.9,17.6,12.8,1.7,9.5,1,2012.0,4.0
1163,Andrew DeClercq,1998,24.0,1523,81,11.5,18.9,11.1,0.006,0.4,3.0,72.0,0.14800000000000002,-0.7,-1.1,5.7,0.6,0.0,6.5,4.3,-0.9,3.7,11.6,5.4,0.7,4.5,0,,
1164,Andrew Lang,1990,23.0,1011,74,8.2,13.1,9.2,0.057,0.7,2.4,78.0,0.145,-0.4,-1.1,4.6,0.65,0.0,3.2,5.6,-0.7,1.4,9.3,3.3,0.3,3.5,0,,
1165,Andrew Toney,1982,24.0,1909,77,24.5,43.6,23.9,0.034,6.0,4.6,100.0,0.121,0.8,0.3,7.6,0.74,0.27,-3.9,-8.3,1.6,1.8,24.6,15.9,3.4,1.7,1,1983.0,1.0
1166,Andris Biedrins,2007,20.0,2382,82,11.8,17.7,11.9,0.057,1.3,2.7,63.0,0.136,-0.1,-1.0,3.4,0.52,0.0,5.9,9.4,-0.2,1.7,12.3,8.9,1.0,8.5,0,,
1167,Anfernee Hardaway,1995,23.0,2901,77,19.9,41.7,21.1,0.055999999999999994,6.4,7.3,111.0,0.10800000000000001,0.9,1.2,8.1,0.77,0.34,-0.6,-6.2,4.3,4.6,21.4,20.5,6.7,4.2,1,1995.0,0.0
1168,Antawn Jamison,2000,23.0,1556,43,24.4,35.0,20.4,-0.027000000000000003,1.4,3.3,65.0,0.106,-0.4,-0.8,6.7,0.61,0.03,5.1,-0.7,0.4,-1.5,21.6,19.6,2.0,7.7,1,2005.0,5.0
1169,Anthony Bowie,1990,26.0,918,66,15.1,24.4,11.0,-0.08900000000000001,1.6,5.5,87.0,0.12300000000000001,-1.5,-0.4,2.8,0.74,0.14,-2.2,-4.3,-1.9,-2.1,11.2,4.0,1.3,1.7,0,,
1170,Anthony Carter,2001,25.0,1630,72,16.2,30.8,11.7,-0.079,3.5,6.4,72.0,0.13,-1.4,0.1,3.5,0.63,0.09,-2.2,-4.6,-1.0,-0.2,12.5,6.9,3.8,2.4,0,,
1171,Anthony Davis,2014,20.0,2358,67,22.2,32.4,23.1,0.040999999999999995,2.4,2.6,88.0,0.07400000000000001,1.2,-0.9,9.7,0.79,0.02,4.9,8.4,1.9,3.5,23.8,22.3,1.7,10.4,1,2014.0,0.0
1172,Anthony Johnson,1999,24.0,885,49,14.3,27.8,11.6,-0.044000000000000004,3.2,5.5,84.0,0.14800000000000002,-1.5,-0.4,5.2,0.7,0.14,-3.9,-6.3,-1.1,-1.7,12.5,5.7,2.4,1.6,0,,
1174,Anthony Morrow,2010,24.0,2018,69,16.7,23.2,16.0,0.054000000000000006,1.5,2.4,133.0,0.086,0.3,-1.0,2.7,0.89,0.46,-0.04441029900332244,0.09048172757475101,0.9,-0.2,16.4,12.2,1.5,3.4,0,,
1175,Anthony Peeler,1994,24.0,923,30,22.3,33.5,17.3,-0.048,2.5,4.9,100.0,0.096,-1.0,-0.4,3.9,0.8,0.21,-1.0,-6.1,0.1,-0.2,17.9,14.0,2.8,3.4,0,,
1176,Anthony Tolliver,2011,25.0,1362,65,11.4,18.6,11.9,0.044000000000000004,0.3,3.3,124.0,0.09699999999999999,-0.7,-1.2,4.8,0.8,0.4,2.0,2.3,0.4,-0.6,12.2,6.6,1.3,4.4,0,,
1177,Antoine Carr,1987,25.0,695,65,18.8,28.0,18.2,0.013000000000000001,1.4,2.9,81.0,0.1,0.3,-0.8,7.3,0.71,0.03,2.7,1.5,0.3,-0.1,18.5,5.1,0.5,2.4,0,,
1178,Antoine Walker,1998,21.0,3268,82,26.8,41.3,21.8,-0.043,2.8,4.3,101.0,0.111,-0.4,-0.4,7.4,0.65,0.31,2.7,8.6,0.8,1.0,22.8,22.6,3.2,9.6,1,1998.0,0.0
1179,Antonio Daniels,1999,23.0,614,47,16.1,32.9,14.6,0.009000000000000001,4.5,7.1,93.0,0.11900000000000001,-0.6,0.5,5.7,0.75,0.19,-0.04441029900332244,0.09048172757475101,0.5,-0.1,15.7,5.1,2.4,1.1,0,,
1180,Antonio Davis,1995,26.0,1030,44,12.7,21.7,13.0,-0.022000000000000002,0.3,2.1,73.0,0.152,-1.0,-1.4,9.0,0.67,0.0,6.3,6.4,-0.8,-0.3,13.2,7.8,0.6,6.5,1,2001.0,6.0
1181,Antonio McDyess,1997,22.0,2565,74,23.4,34.1,20.6,-0.027000000000000003,2.5,2.5,83.0,0.11699999999999999,-0.3,-0.9,7.8,0.71,0.06,0.8,3.0,-0.4,-0.7,21.2,18.1,1.3,6.9,1,2001.0,4.0
1182,Archie Clark,1968,26.0,3039,81,17.5,30.1,16.2,0.032,2.6,4.0,73.0,0.125,0.7,0.1,6.5,0.74,,-2.7,-7.4,1.3,1.2,18.3,17.0,4.2,2.6,1,1968.0,0.0
1183,Armen Gilliam,1989,24.0,2120,74,20.1,28.3,19.1,0.011000000000000001,1.5,1.6,81.0,0.106,0.7,-1.1,7.0,0.74,0.0,2.1,4.7,0.2,0.3,19.5,14.4,0.6,6.7,0,,
1184,Armond Hill,1978,24.0,2530,82,13.4,27.0,11.0,-0.035,2.8,5.9,85.0,0.163,-0.8,0.2,4.1,0.85,0.0,-3.9,-5.9,-1.0,0.6,0.0,0.0,0.0,0.0,0,,
1185,Arron Afflalo,2009,23.0,1234,74,13.5,18.9,12.2,0.004,0.8,2.7,120.0,0.1,-0.8,-1.2,3.2,0.82,0.4,-2.5,-4.6,-0.5,-1.5,12.4,5.3,0.7,1.9,0,,
1186,Art Williams,1969,29.0,1987,79,11.6,27.0,8.2,-0.066,2.2,6.6,71.0,0.152,-1.0,0.4,2.9,0.71,,-1.8,-1.2,-0.9,-0.4,9.6,5.7,5.8,3.0,0,,
1187,Artis Gilmore,1978,28.0,3067,82,19.4,34.7,21.8,0.08900000000000001,3.2,2.8,85.0,0.161,1.2,-0.5,10.3,0.7,0.0,4.9,13.0,1.8,2.3,0.0,0.0,0.0,0.0,1,1978.0,0.0
1188,Arvydas Sabonis,1997,32.0,1762,69,19.7,34.8,20.9,0.055999999999999994,3.8,4.3,136.0,0.129,0.7,-0.2,8.6,0.78,0.36,1.7,14.5,1.6,3.7,21.5,13.5,2.1,7.6,0,,
1189,Austin Carr,1973,24.0,3097,82,22.7,33.9,18.2,-0.01,2.5,4.1,81.0,0.109,0.1,-0.2,5.0,0.82,,-3.1,-5.6,0.4,-0.7,20.4,18.4,2.8,3.5,1,1974.0,1.0
1190,Austin Croshere,2001,25.0,1874,81,20.1,30.7,17.7,-0.006,1.2,2.8,131.0,0.127,-0.3,-1.0,6.6,0.87,0.34,2.1,1.1,0.1,-0.8,18.9,10.6,1.1,4.5,0,,
1191,Austin Rivers,2014,21.0,1339,69,18.4,32.2,15.5,-0.059000000000000004,4.2,5.6,97.0,0.09300000000000001,-1.1,0.0,6.7,0.64,0.35,-2.9,-5.8,-0.5,-1.3,15.9,8.2,2.5,1.9,0,,
1192,Avery Bradley,2013,22.0,1435,50,17.4,25.1,12.6,-0.07400000000000001,2.4,3.8,106.0,0.10400000000000001,-1.5,-0.8,1.8,0.76,0.31,-2.8,-8.2,-1.1,-0.8,13.1,9.8,2.2,2.2,0,,
1193,Avery Johnson,1991,25.0,742,47,13.7,27.9,11.9,-0.017,4.2,5.8,72.0,0.111,-1.1,0.0,3.6,0.69,0.03,-4.1,-7.5,-0.8,-1.7,12.0,4.3,3.0,1.0,0,,
1194,B.J. Armstrong,1991,23.0,1731,82,18.3,32.8,15.7,-0.005,5.3,6.3,109.0,0.095,-0.1,0.7,3.2,0.87,0.21,-4.8,-5.2,0.9,0.6,16.0,8.6,3.4,1.8,1,1994.0,3.0
1195,Bailey Howell,1961,24.0,2952,77,16.8,29.6,17.6,0.083,1.0,2.3,80.0,0.157,1.4,-0.6,10.3,0.75,,1.9,6.2,1.3,1.6,20.7,19.9,2.3,8.0,1,1961.0,0.0
1196,Barney Cable,1961,25.0,1642,75,13.1,18.9,10.3,0.018000000000000002,0.7,3.0,69.0,0.14300000000000002,0.0,-0.6,2.5,0.68,,0.7,1.7,-0.4,0.1,12.4,6.8,1.0,3.5,0,,
1197,Baron Davis,2001,21.0,3192,82,16.1,34.5,14.3,-0.006,4.3,7.0,98.0,0.11,-0.5,0.6,5.7,0.68,0.3,-1.0,-4.5,1.5,3.4,15.2,14.4,7.3,4.7,1,2002.0,1.0
1198,Barry Clemens,1967,23.0,986,60,17.7,24.1,13.2,-0.038,1.0,2.6,77.0,0.124,-0.6,-0.7,3.6,0.76,,-0.9,-1.1,-1.5,-1.8,15.2,6.2,0.6,2.0,0,,
1199,Ben Gordon,2006,22.0,2482,80,24.0,38.1,21.1,-0.004,5.2,4.5,121.0,0.09699999999999999,-0.2,-0.1,5.6,0.79,0.43,-3.5,-6.4,0.6,0.4,21.8,16.6,3.1,2.6,0,,
1200,Ben Poquette,1979,23.0,1337,76,15.5,22.0,12.8,-0.049,0.7,3.1,88.0,0.1,-0.5,-0.7,4.8,0.78,0.0,0.9,5.7,-1.5,-0.7,13.6,6.2,0.6,4.0,0,,
1201,Ben Wallace,1999,24.0,1231,46,8.6,13.5,9.0,0.027999999999999997,0.3,2.5,41.0,0.11800000000000001,-0.7,-1.2,5.7,0.36,0.0,6.7,9.9,0.0,1.9,9.7,6.5,0.4,8.0,1,2003.0,4.0
1202,Beno Udrih,2006,23.0,586,54,21.6,40.4,19.1,0.004,5.9,5.4,113.0,0.121,-0.6,0.0,4.6,0.78,0.34,-1.8,-7.8,0.7,-1.5,19.7,5.2,1.8,1.0,0,,
1203,Benoit Benjamin,1987,22.0,2230,72,14.9,24.3,13.1,-0.038,1.6,3.3,86.0,0.16,-1.0,-0.9,5.5,0.72,0.0,-0.6,10.8,-2.0,-1.1,13.3,10.6,1.6,7.6,0,,
1204,Bernard King,1979,22.0,2859,82,20.8,35.3,20.3,0.012,2.4,3.4,57.0,0.142,0.0,-0.5,9.5,0.56,0.0,2.3,2.6,-0.8,0.4,21.6,19.4,3.0,7.3,1,1982.0,3.0
1205,Bill Bradley,1969,25.0,2413,82,16.8,28.7,13.6,-0.01,2.2,4.9,83.0,0.131,0.0,0.3,4.5,0.81,,-2.5,-4.4,0.5,1.1,15.6,10.9,3.4,3.0,1,1973.0,4.0
1206,Bill Bridges,1965,25.0,2362,79,16.6,26.2,12.1,-0.049,0.3,3.9,74.0,0.139,-0.3,-0.3,4.9,0.68,,2.9,7.4,-0.3,0.6,14.2,10.5,2.5,6.5,1,1967.0,2.0
1208,Bill Hanzlik,1982,24.0,1974,81,8.7,17.2,8.6,0.005,0.9,5.8,80.0,0.151,-0.7,-0.1,4.3,0.78,0.0,-1.0,-4.5,-0.6,1.3,8.9,5.7,2.1,3.2,0,,
1210,Bill Laimbeer,1982,24.0,935,30,13.9,22.4,14.2,0.04,0.9,3.3,100.0,0.134,0.0,-0.7,5.5,0.81,0.02,7.0,10.9,0.4,1.1,14.3,8.5,1.1,7.4,1,1983.0,1.0
1211,Bill Robinzine,1977,24.0,1594,75,19.2,29.1,16.4,-0.01,0.8,3.0,80.0,0.129,0.0,-0.7,6.1,0.74,,3.9,7.3,0.0,0.1,18.3,10.0,1.2,5.6,0,,
1212,Bill Russell,1958,23.0,2640,69,15.1,25.3,12.5,0.016,0.7,3.5,62.0,0.155,0.5,-0.2,6.4,0.52,,3.6,15.5,0.2,4.0,16.0,16.3,3.5,13.4,1,1958.0,0.0
1214,Bill Walton,1976,23.0,1687,51,19.3,34.4,16.3,-0.01,2.5,5.3,70.0,0.14300000000000002,0.1,0.3,6.1,0.58,,2.1,18.5,0.3,1.9,18.7,15.6,4.1,11.4,1,1977.0,1.0
1215,Bill Wennington,1987,23.0,560,58,11.3,18.9,10.1,-0.042,0.9,3.0,90.0,0.174,-0.9,-1.0,5.1,0.75,0.0,3.7,1.1,-1.9,-1.4,10.2,2.5,0.4,2.1,0,,
1216,Bill Willoughby,1977,19.0,549,39,14.1,21.1,12.1,-0.02,0.2,2.0,69.0,0.156,-0.5,-1.1,5.2,0.68,,6.0,7.1,-1.0,-2.3,13.4,4.9,0.3,3.9,0,,
1217,Billy Cunningham,1967,23.0,2168,81,21.9,36.1,20.3,0.02,1.9,3.5,70.0,0.12,0.9,-0.2,10.1,0.69,,1.3,-1.2,1.7,1.7,23.0,15.3,2.4,4.3,1,1969.0,2.0
1219,Billy McKinney,1980,24.0,1333,76,16.0,29.5,13.6,-0.028999999999999998,4.1,5.9,82.0,0.105,-0.8,0.2,4.6,0.81,0.01,-5.1,-7.8,-1.0,-1.6,14.2,6.5,2.9,1.1,0,,
1220,Billy Owens,1993,23.0,1201,37,19.8,33.7,18.5,-0.002,2.7,4.8,71.0,0.128,-0.5,-0.4,7.3,0.64,0.02,3.6,0.9,0.8,1.1,18.8,15.4,3.4,6.6,0,,
1221,Billy Paultz,1978,29.0,2479,80,17.4,27.0,16.9,0.053,2.2,4.4,90.0,0.111,0.7,-0.1,5.4,0.75,0.0,1.2,6.8,0.9,2.7,0.0,0.0,0.0,0.0,0,,
